JobTitle,Description,Company,Job Link,Industry,Employment Type,Location,Compensation,Date posted
SQL Developer – Sandton – Fintech – neg. to R55k CTC per month + bonuses and profit share, FSP end user here. They’re one of the few businesses who use tech to offer products to the consumer that no one else can.  This is not a business where tech is a fad in the short term; they’re a genuine Fintech but also have the benefits of a strong br...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1585439-sql-developer-sandton-fintech-neg-to-r55k-ctc-per-month-bonuses-and-profit-share-sandton/?jobindex=76,IT,Permanent,Sandton,R50 000.00 - R55 000.00 Per Month,2019-10-09
"Data Analyst, Johannesburg R700k"," If the banking sector is where you like to play, then this could be the opportunity for you. Data Analysts are needed for a dynamic Enterprise Functions team. They are looking for candidates that enjoy the auditing and governance side of data.  Require...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1585197-data-analyst-johannesburg-r700k-johannesburg-cbd/?jobindex=77,IT,Permanent,Johannesburg CBD,R50 000.00 - R58 333.00 Per Month (Negotiable),2019-10-09
"Senior Data Engineer, Centurion, R1.1mill"," One of the fastest growing telecommunications providers in South Africa, that operate in more than 38 countries across the African continent, is looking for high calibre Senior Data Engineers to join their team. They are looking for candidates that ide...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1585126-senior-data-engineer-centurion-r11mill-centurion/?jobindex=78,IT,Permanent,Centurion,R83 333.00 - R91 667.00 Per Month,2019-10-09
SENIOR JAVA SCALA BIG DATA DEVELOPER – Investment Banking – Sandton - R900K PA," SENIOR JAVA SCALA BIG DATA DEVELOPER – Investment Banking – Sandton - R900K PA   Sandton based opportunity allowing you to enhance your Big Data skills whilst gaining experience in the investment banking sector. They are typically a cloud based, huge v...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1584981-senior-java-scala-big-data-developer-investment-banking-sandton-r900k-pa-sandton/?jobindex=79,IT,Permanent,Sandton,R74 583.00 - R75 000.00 Per Month,2019-10-09
"Azure BI Developer, Johannesburg, R960k", A great opportunity has presented itself at one of the leading consulting houses in the country. They are looking for skilled BI Developers that have solid experience in Azure. There is some very cool project work waiting for you.     Requirements:  IT...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1589747-azure-bi-developer-johannesburg-r960k-johannesburg/?jobindex=80,IT,Permanent,Johannesburg,R79 167.00 - R80 000.00 Per Month,2019-10-09
"Stack Developer, Intermediate, Johannesburg, 700k per annum"," A well-established company is seeking an intermediate Full Stack Developer to join their team of seasoned developers, you will have the opportunity to maximize your potential while being amongst industry leading developers who constantly advance their ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1589972-stack-developer-intermediate-johannesburg-700k-per-annum-johannesburg/?jobindex=81,IT,Permanent,Johannesburg,R50 000.00 - R58 333.00 Per Month (Negotiable),2019-10-09
"Senior Software Developer - C# .NET, Johannesburg, @ R750k to R850k pa CTC + Bonus"," This is by far one of the coolest product shops around - punting smart technology and advanced analytics! This is a shout out for the top tier C# .NET Developers; the devs with strong Maths skills and good academics, the problem solver and visualiser. ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1590875-senior-software-developer-c-net-johannesburg-r750k-to-r850k-pa-ctc-bonus-sandton/?jobindex=82,IT,Permanent,Sandton,R62 500.00 - R70 833.00 Per Month,2019-10-09
Software Developer – C# - Engineer/Craft – Sandton – neg to R60k CTC + bonus + profit share.," Software Developer – C# - Engineer/Craft – Sandton – neg to R60k CTC + bonus + profit share.  Developer. C#. ASP.NET. OOP. Design Patterns. SQL Server.  So you think you can code? Maybe you can, but do you know how to engineer or craft software that ha...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588368-software-developer-c-engineer-craft-sandton-neg-to-r60k-ctc-bonus-profit-share-sandton/?jobindex=83,IT,Permanent,Sandton,R55 000.00 - R60 000.00 Per Month,2019-10-09
IT Recruitment Consultant," Intermediate to Exec Level, Bryanston,   Basic plus attractive commission and incentives  Recruiting for recruiters with GRIT, this role calls for individuals with a passion and perseverance for achieving meaningful goals and ambition. You will write y...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588962-it-recruitment-consultant-johannesburg/?jobindex=84,IT,Permanent,Johannesburg,R16 667.00 - R25 000.00 Per Month,2019-10-09
"Full Stack Developer, Senior, Johannesburg, 900k per annum"," A sought-after consulting house is seeking a senior Full Stack Developer to join their team of groundbreaking developers, you will have the opportunity to push your development boundaries and work with an industry of IT specialists who are motivated an...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1589963-full-stack-developer-senior-johannesburg-900k-per-annum-johannesburg/?jobindex=85,IT,Permanent,Johannesburg,R70 833.00 - R75 000.00 Per Month,2019-10-09
Data Architect," Our client is looking for a dynamic EDW / BI / Data Architect to join our organisation. The successful candidate will be responsible for the enterprise wide data warehouse and BI strategy and delivery capabilities, which will enable a robust business i...",Moyo Talent Solutions,https://www.careers24.com/jobs/adverts/1614612-data-architect-cape-town/?jobindex=86,IT,Permanent,Cape Town,Market Related,2019-10-09
Senior.NET Developer," Senior.NET Developer

A National Retail Company based in Muizenberg , they are looking for a Senior.NET Developer, to join their IT department and build functional applications and websites.

Include participating in the entire software development lif...",Key Recruitment Group,https://www.careers24.com/jobs/adverts/1614587-seniornet-developer-cape-town/?jobindex=87,IT,Permanent,Cape Town,On Application,2019-10-09
"Java Developer, Senior, Johannesburg CBD, R1.2 mil per annum", Introduction   Expert full stack Java Developer is required by a technically savvy financial institution. You will join an elite group of developers who are defined as key industry players in utilizing the latest technology and work on the most sought-...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1614585-java-developer-senior-johannesburg-cbd-r12-mil-per-annum-johannesburg-cbd/?jobindex=88,IT,Permanent,Johannesburg CBD,R83 333.00 - R100 000.00 Per Month (Negotiable),2019-10-09
Delivery Manager(Permanent).,"  Strong Retail domain knowledge  Proven experience in delivering Retail ERP projects in onsite, offshore model  Hands on experience in implementation, support, development projects  Own the problem and find solutions  Manage customer periodic meetings,...",Infystrat Recruitment Agency,https://www.careers24.com/jobs/adverts/1614581-delivery-managerpermanent-cape-town/?jobindex=89,"IT, Retail",Permanent,Cape Town,Market Related,2019-10-09
Full Stack Web Developer," Full Stack Web Developer

A National Retail Company based in Muizenberg,  they are looking for a Full Stack Web Developer to join their fast growing company.

For the position you would be required to have:

* Proven working experience in web programmi...",Key Recruitment Group,https://www.careers24.com/jobs/adverts/1614577-full-stack-web-developer-cape-town/?jobindex=90,IT,Permanent,Cape Town,On Application,2019-10-09
DevOps Engineer, Seeking experienced a DevOps Engineer a Well-Established international IT Company!  Requirements:   B.Sc. Degree in a Technology or Related Field preferable  ITIL Certification  6+ years in an IT environment   Skills and Responsibilities:  ·         Mu...,Goldman Tech Resourcing,https://www.careers24.com/jobs/adverts/1614576-devops-engineer-johannesburg/?jobindex=91,IT,Permanent,Johannesburg,R80 000.00 - R83 333.00 Per Month (Negotiable),2019-10-09
"Java team lead, Senior, Westrand, R850k per annum", Introduction   A Fintech company is looking for a Java technical lead who has experience leading technically strong developers with a successful track record. You will join a group of IT wizards who aim to accelerate IT to a new level in the Fintech wo...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1614575-java-team-lead-senior-westrand-r850k-per-annum-johannesburg/?jobindex=92,IT,Contract,Johannesburg,R70 833.00 Per Month (Negotiable),2019-10-09
C# Software Engineer, A large platform team has an opening for a C# software engineer with a passion to solve problems with novel software solutions and an ability to convert user requirements into user interfaces that provides a great user experience. If this sounds like y...,Goldman Tech Resourcing,https://www.careers24.com/jobs/adverts/1614572-c-software-engineer-cape-town/?jobindex=93,IT,Permanent,Cape Town,R50 000.00 - R54 167.00 Per Month (Negotiable),2019-10-09
"Full Stack Developer, Senior, Sandton, 900k per annum"," Introduction   A well-established company is seeking an intermediate Full Stack Developer to join their team of well-seasoned developers, you will have the opportunity to maximize your potential while being amongst industry leading developers who const...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1614549-full-stack-developer-senior-sandton-900k-per-annum-sandton/?jobindex=94,IT,Permanent,Sandton,R75 000.00 Per Month (Negotiable),2019-10-09
Senior Business Architect," Being a payments clearing house and part of the National Payments System of South Africa, and being the trusted partner servicing the financial industry, including banking institutions, requires the exercise of unconditional honesty and transparency on...",Black Tie Recruitment,https://www.careers24.com/jobs/adverts/1614545-senior-business-architect-johannesburg/?jobindex=95,IT,Permanent,Johannesburg,R83 333.00 Per Month,2019-10-09
Senior Android Developer – WOODMEAD @ R900K per annum," Are you eager to be involved in the development blockchain and Crypto solutions using cutting edge technologies to the Masses? If so read on… This business require senior a senior Android Developer. You will be exposed to new technologies constantly, e...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1591286-senior-android-developer-woodmead-r900k-per-annum-sandton/?jobindex=96,IT,Permanent,Sandton,R58 333.00 - R75 000.00 Per Month (Negotiable),2019-10-09
